"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"20.08.2019","16.213,31","16.281,40","16.281,40","16.198,90","165,28M","-0,56%"
"19.08.2019","16.304,05","16.218,25","16.321,34","16.206,59","181,51M","0,96%"
"16.08.2019","16.149,79","16.064,37","16.162,37","16.053,51","167,22M","0,86%"
"15.08.2019","16.012,53","16.026,74","16.066,59","15.964,38","202,39M","-0,21%"
"14.08.2019","16.045,94","16.212,54","16.260,22","16.022,51","235,44M","-1,86%"
"13.08.2019","16.350,84","16.235,33","16.374,97","16.232,70","227,51M","0,70%"
"12.08.2019","16.237,77","16.297,26","16.337,70","16.209,43","193,94M","-0,63%"
"09.08.2019","16.341,34","16.371,99","16.423,17","16.305,60","210,69M","-0,39%"
"08.08.2019","16.404,53","16.304,70","16.420,71","16.292,63","231,00M","0,86%"
"07.08.2019","16.265,22","16.092,65","16.285,94","16.064,34","279,76M","0,72%"
"06.08.2019","16.149,49","16.111,00","16.188,24","15.994,28","317,37M","-0,75%"
"02.08.2019","16.271,66","16.368,56","16.389,54","16.206,36","240,11M","-0,64%"
"01.08.2019","16.377,04","16.389,22","16.505,92","16.362,22","304,39M","-0,18%"
"31.07.2019","16.406,56","16.447,33","16.470,53","16.282,12","265,48M","-0,36%"
"30.07.2019","16.466,05","16.433,53","16.473,90","16.418,49","181,42M","-0,16%"
"29.07.2019","16.492,17","16.549,36","16.549,36","16.476,29","184,84M","-0,24%"
"26.07.2019","16.531,04","16.532,80","16.556,52","16.521,85","167,19M","0,26%"
"25.07.2019","16.488,20","16.613,09","16.613,09","16.458,40","209,51M","-0,74%"
"24.07.2019","16.611,84","16.536,06","16.623,92","16.530,91","171,78M","0,24%"
"23.07.2019","16.572,68","16.582,53","16.589,96","16.530,18","148,83M","0,33%"
"22.07.2019","16.518,88","16.504,91","16.530,30","16.500,86","142,83M","0,20%"
"19.07.2019","16.485,94","16.536,92","16.573,68","16.485,46","164,30M","-0,05%"
"18.07.2019","16.494,23","16.464,91","16.514,50","16.445,13","203,72M","0,06%"
"17.07.2019","16.484,21","16.509,08","16.534,92","16.469,02","165,61M","-0,11%"
"16.07.2019","16.502,42","16.487,03","16.521,99","16.467,13","178,47M","-0,05%"
"15.07.2019","16.510,82","16.505,57","16.524,51","16.474,86","147,79M","0,14%"
"12.07.2019","16.488,12","16.525,98","16.528,43","16.476,37","160,59M","-0,24%"
"11.07.2019","16.527,90","16.563,85","16.568,07","16.525,07","190,58M","-0,21%"
"10.07.2019","16.563,29","16.582,02","16.641,79","16.527,14","188,75M","0,11%"
"09.07.2019","16.545,21","16.436,73","16.545,21","16.421,66","164,67M","0,50%"
"08.07.2019","16.462,95","16.473,29","16.495,25","16.458,47","177,71M","-0,48%"
"05.07.2019","16.541,99","16.529,42","16.546,98","16.469,92","133,77M","-0,28%"
"04.07.2019","16.588,85","16.570,25","16.598,31","16.557,92","58,39M","0,08%"
"03.07.2019","16.576,20","16.486,70","16.580,55","16.480,39","148,45M","0,64%"
"02.07.2019","16.471,29","16.463,55","16.472,58","16.381,68","183,75M","0,54%"
"28.06.2019","16.382,20","16.328,71","16.382,20","16.302,58","207,98M","0,46%"
"27.06.2019","16.307,73","16.306,72","16.319,63","16.268,16","177,47M","-0,03%"
"26.06.2019","16.312,22","16.393,92","16.393,92","16.302,36","211,05M","-0,36%"
"25.06.2019","16.371,28","16.504,61","16.514,81","16.371,28","207,16M","-0,92%"
"24.06.2019","16.523,47","16.527,07","16.547,82","16.506,83","198,18M","-0,01%"
"21.06.2019","16.525,43","16.558,88","16.558,88","16.508,42","493,94M","-0,30%"
"20.06.2019","16.574,83","16.585,86","16.603,94","16.548,43","235,06M","0,38%"
"19.06.2019","16.511,79","16.515,39","16.529,58","16.492,34","190,09M","0,05%"
"18.06.2019","16.503,35","16.451,45","16.527,28","16.448,77","218,95M","0,92%"
"17.06.2019","16.353,45","16.301,69","16.360,10","16.286,48","185,24M","0,32%"
"14.06.2019","16.301,91","16.228,13","16.325,39","16.190,89","170,25M","0,39%"
"13.06.2019","16.239,26","16.261,11","16.267,06","16.213,28","184,29M","0,07%"
"12.06.2019","16.227,24","16.201,66","16.253,25","16.199,93","190,86M","-0,13%"
"11.06.2019","16.248,76","16.290,09","16.301,97","16.228,24","178,84M","0,20%"
"10.06.2019","16.216,26","16.234,42","16.262,16","16.201,61","172,57M","-0,09%"
"07.06.2019","16.230,96","16.237,32","16.277,36","16.220,65","171,07M","0,02%"
"06.06.2019","16.227,80","16.237,37","16.241,58","16.175,12","164,79M","0,09%"
"05.06.2019","16.212,66","16.219,52","16.224,76","16.128,59","230,60M","0,29%"
"04.06.2019","16.166,24","16.075,61","16.166,24","16.027,29","211,12M","0,94%"
"03.06.2019","16.015,89","16.053,47","16.105,85","15.960,93","223,72M","-0,13%"
"31.05.2019","16.037,49","15.997,69","16.047,44","15.963,31","224,73M","-0,32%"
"30.05.2019","16.089,24","16.144,87","16.151,62","16.062,48","171,20M","-0,26%"
"29.05.2019","16.131,47","16.195,95","16.215,27","16.104,98","206,80M","-1,02%"
"28.05.2019","16.297,46","16.326,93","16.355,47","16.266,33","396,20M","-0,30%"
"27.05.2019","16.346,66","16.241,44","16.346,66","16.238,32","73,32M","0,72%"
"24.05.2019","16.230,04","16.221,67","16.251,48","16.181,57","192,19M","0,40%"
"23.05.2019","16.164,61","16.228,47","16.228,47","16.105,53","243,74M","-1,00%"
"22.05.2019","16.327,35","16.345,79","16.355,14","16.308,75","197,46M","-0,60%"
"21.05.2019","16.426,47","16.383,30","16.426,47","16.354,31","218,95M","0,15%"
"17.05.2019","16.401,75","16.383,50","16.456,09","16.376,81","182,49M","-0,26%"
"16.05.2019","16.443,86","16.361,09","16.461,94","16.349,70","207,25M","0,77%"
"15.05.2019","16.318,14","16.237,80","16.341,34","16.229,69","203,56M","0,21%"
"14.05.2019","16.284,53","16.227,41","16.320,89","16.206,22","205,38M","0,56%"
"13.05.2019","16.193,41","16.158,23","16.199,89","16.111,26","232,64M","-0,64%"
"10.05.2019","16.297,55","16.278,25","16.351,72","16.138,98","233,58M","-0,15%"
"09.05.2019","16.321,75","16.342,12","16.378,99","16.258,92","224,37M","-0,46%"
"08.05.2019","16.397,40","16.349,08","16.451,35","16.347,20","213,60M","0,24%"
"07.05.2019","16.357,75","16.377,99","16.408,47","16.317,94","248,84M","-0,82%"
"06.05.2019","16.493,46","16.332,82","16.493,46","16.327,14","197,20M","-0,01%"
"03.05.2019","16.494,43","16.467,66","16.496,63","16.430,00","202,16M","0,51%"
"02.05.2019","16.410,88","16.484,97","16.492,92","16.402,16","255,50M","-0,56%"
"01.05.2019","16.502,75","16.580,61","16.604,91","16.493,81","220,86M","-0,47%"
"30.04.2019","16.580,73","16.582,72","16.618,84","16.544,55","207,32M","-0,12%"
"29.04.2019","16.600,37","16.612,11","16.642,07","16.589,78","180,94M","-0,08%"
"26.04.2019","16.613,46","16.554,26","16.615,24","16.515,49","282,66M","0,23%"
"25.04.2019","16.576,10","16.567,16","16.593,19","16.527,87","278,78M","-0,06%"
"24.04.2019","16.586,52","16.642,12","16.666,04","16.572,11","212,96M","-0,50%"
"23.04.2019","16.669,40","16.591,55","16.672,71","16.581,05","221,71M","0,56%"
"22.04.2019","16.577,28","16.607,19","16.616,28","16.552,79","169,94M","-0,21%"
"18.04.2019","16.612,81","16.558,48","16.615,08","16.557,46","195,73M","0,41%"
"17.04.2019","16.544,24","16.535,91","16.553,38","16.495,67","333,38M","0,25%"
"16.04.2019","16.502,20","16.537,70","16.553,39","16.498,59","202,48M","-0,08%"
"15.04.2019","16.515,46","16.459,89","16.532,67","16.443,34","194,88M","0,21%"
"12.04.2019","16.480,53","16.473,85","16.487,14","16.437,32","195,85M","0,49%"
"11.04.2019","16.399,47","16.412,78","16.471,83","16.399,47","230,08M","0,02%"
"10.04.2019","16.396,29","16.369,02","16.409,77","16.368,00","213,55M","0,37%"
"09.04.2019","16.336,45","16.340,63","16.345,86","16.294,26","175,14M","-0,43%"
"08.04.2019","16.407,29","16.373,10","16.407,29","16.326,74","207,57M","0,07%"
"05.04.2019","16.396,15","16.337,90","16.396,15","16.330,18","170,62M","0,52%"
"04.04.2019","16.311,61","16.290,01","16.311,61","16.249,92","189,92M","0,20%"
"03.04.2019","16.279,86","16.295,97","16.337,96","16.244,50","224,16M","0,10%"
"02.04.2019","16.263,87","16.240,40","16.263,87","16.194,85","178,28M","0,22%"
"01.04.2019","16.228,06","16.187,88","16.228,06","16.153,63","233,23M","0,78%"
"29.03.2019","16.102,09","16.200,30","16.212,68","16.081,05","227,96M","-0,33%"
"28.03.2019","16.155,49","16.094,05","16.173,19","16.094,05","223,25M","0,14%"
"27.03.2019","16.132,53","16.147,39","16.187,44","16.079,07","244,63M","-0,14%"
"26.03.2019","16.155,16","16.138,90","16.192,21","16.116,67","242,53M","0,56%"
"25.03.2019","16.065,86","16.066,31","16.113,16","16.021,00","234,40M","-0,15%"
"22.03.2019","16.089,33","16.172,86","16.185,37","16.043,86","335,59M","-0,96%"
"21.03.2019","16.244,59","16.148,79","16.266,47","16.146,37","254,95M","0,48%"
"20.03.2019","16.167,56","16.168,21","16.214,66","16.117,95","261,72M","-0,13%"
"19.03.2019","16.188,10","16.275,31","16.275,31","16.188,10","250,96M","-0,39%"
"18.03.2019","16.251,37","16.149,12","16.251,37","16.148,34","231,37M","0,69%"
"15.03.2019","16.140,35","16.156,67","16.174,54","16.123,83","635,54M","0,33%"
"14.03.2019","16.087,55","16.139,37","16.144,46","16.083,11","196,60M","-0,39%"
"13.03.2019","16.149,97","16.193,14","16.212,56","16.143,54","271,09M","0,08%"
"12.03.2019","16.136,66","16.142,55","16.148,95","16.099,62","229,11M","0,19%"
"11.03.2019","16.106,24","16.028,11","16.131,94","16.028,11","250,34M","0,69%"
"08.03.2019","15.996,21","15.958,11","16.000,79","15.891,94","255,41M","-0,38%"
"07.03.2019","16.056,51","16.078,99","16.085,39","15.981,81","271,72M","-0,22%"
"06.03.2019","16.092,07","16.098,71","16.145,80","16.077,64","272,53M","0,03%"
"05.03.2019","16.086,54","16.077,27","16.105,28","16.068,58","256,50M","0,30%"
"04.03.2019","16.038,13","16.088,58","16.093,49","15.954,96","286,36M","-0,19%"
"01.03.2019","16.068,25","16.086,29","16.122,06","16.058,06","243,00M","0,43%"
"28.02.2019","15.999,01","16.054,81","16.066,98","15.975,08","304,60M","-0,47%"
"27.02.2019","16.074,30","16.043,81","16.077,61","15.990,30","226,35M","0,04%"
"26.02.2019","16.067,91","16.050,97","16.115,83","16.050,97","266,32M","0,07%"
"25.02.2019","16.057,03","16.051,00","16.099,93","16.051,00","219,23M","0,27%"
"22.02.2019","16.013,01","16.038,41","16.070,99","15.997,37","222,86M","0,08%"
"21.02.2019","16.000,86","16.001,89","16.030,69","15.979,71","298,53M","-0,19%"
"20.02.2019","16.031,24","15.942,87","16.036,86","15.942,87","268,33M","0,59%"
"19.02.2019","15.937,44","15.856,89","15.953,90","15.831,90","336,23M","0,63%"
"15.02.2019","15.838,24","15.769,99","15.866,60","15.763,39","255,72M","0,91%"
"14.02.2019","15.695,98","15.622,33","15.733,13","15.608,15","305,83M","0,44%"
"13.02.2019","15.626,73","15.679,23","15.689,66","15.623,70","236,82M","-0,10%"
"12.02.2019","15.642,10","15.613,12","15.654,82","15.583,38","248,56M","0,47%"
"11.02.2019","15.568,85","15.660,52","15.660,52","15.545,94","193,01M","-0,41%"
